# nds-iaea.org
# Data obtained using Betashape
# X. Mougeot, Physical Review C 91, 055504
# and Erratum Phys. Rev. C 92, 059902 (2015)
#energy[keV]	dN/dE		uncert
0	0.00200942	0.0000215004
1	0.00200259	0.000021449
2	0.00199919	0.0000214193
3	0.0019992	0.0000214112
4	0.00199853	0.0000213917
5	0.00199799	0.000021372
6	0.00199805	0.000021358
7	0.00199885	0.0000213517
8	0.00200042	0.0000213535
9	0.00200267	0.0000213625
10	0.00200553	0.0000213782
11	0.00200892	0.0000213995
12	0.00201275	0.0000214257
13	0.00201695	0.000021456
14	0.00202148	0.0000214899
15	0.00202626	0.0000215266
16	0.00203127	0.0000215659
17	0.00203645	0.0000216071
18	0.00204179	0.0000216502
19	0.00204725	0.0000216946
20	0.0020528	0.0000217402
21	0.00205843	0.0000217868
22	0.00206412	0.0000218341
23	0.00206986	0.0000218821
24	0.00207562	0.0000219305
25	0.00208141	0.0000219793
26	0.00208721	0.0000220284
27	0.00209301	0.0000220776
28	0.00209881	0.0000221269
29	0.0021046	0.0000221762
30	0.00211037	0.0000222255
31	0.00211612	0.0000222747
32	0.00212185	0.0000223238
33	0.00212755	0.0000223727
34	0.00213322	0.0000224214
35	0.00213886	0.0000224698
36	0.00214446	0.000022518
37	0.00215002	0.0000225659
38	0.00215555	0.0000226135
39	0.00216103	0.0000226608
40	0.00216647	0.0000227077
41	0.00217187	0.0000227543
42	0.00217722	0.0000228006
43	0.00218253	0.0000228464
44	0.0021878	0.0000228919
45	0.00219302	0.000022937
46	0.00219819	0.0000229817
47	0.00220332	0.000023026
48	0.0022084	0.0000230698
49	0.00221343	0.0000231133
50	0.00221842	0.0000231563
51	0.00222336	0.0000231989
52	0.00222825	0.0000232411
53	0.0022331	0.0000232829
54	0.0022379	0.0000233242
55	0.00224266	0.0000233651
56	0.00224736	0.0000234055
57	0.00225203	0.0000234455
58	0.00225664	0.0000234851
59	0.00226121	0.0000235242
60	0.00226574	0.0000235628
61	0.00227021	0.000023601
62	0.00227465	0.0000236387
63	0.00227904	0.000023676
64	0.00228338	0.0000237128
65	0.00228768	0.0000237492
66	0.00229194	0.0000237851
67	0.00229615	0.0000238205
68	0.00230032	0.0000238555
69	0.00230445	0.00002389
70	0.00230853	0.000023924
71	0.00231257	0.0000239575
72	0.00231657	0.0000239905
73	0.00232053	0.0000240231
74	0.00232445	0.0000240552
75	0.00232832	0.0000240868
76	0.00233215	0.0000241179
77	0.00233595	0.0000241485
78	0.0023397	0.0000241786
79	0.00234341	0.0000242081
80	0.00234708	0.0000242372
81	0.00235071	0.0000242658
82	0.00235431	0.0000242939
83	0.00235786	0.0000243214
84	0.00236137	0.0000243484
85	0.00236485	0.0000243749
86	0.00236829	0.0000244008
87	0.00237169	0.0000244262
88	0.00237505	0.0000244511
89	0.00237837	0.0000244754
90	0.00238166	0.0000244992
91	0.0023849	0.0000245224
92	0.00238812	0.0000245451
93	0.00239129	0.0000245672
94	0.00239443	0.0000245887
95	0.00239753	0.0000246096
96	0.00240059	0.00002463
97	0.00240362	0.0000246497
98	0.00240661	0.0000246689
99	0.00240957	0.0000246875
100	0.00241249	0.0000247054
101	0.00241538	0.0000247228
102	0.00241823	0.0000247395
103	0.00242104	0.0000247556
104	0.00242382	0.000024771
105	0.00242657	0.0000247858
106	0.00242928	0.0000248
107	0.00243196	0.0000248135
108	0.0024346	0.0000248264
109	0.0024372	0.0000248386
110	0.00243978	0.0000248501
111	0.00244232	0.0000248609
112	0.00244482	0.0000248711
